Sample_ID,Stratification_Group,Diet_Condition,BCAA_Multiplier,Growth_Rate,3MOPLPAMO_Flux
PRISM.8754,Track A (Dorea Present),Moderate_2x,2.0,0.7601601969200955,0.014199396514894633
PRISM.8754,Track A (Dorea Present),High_Overdrive_10x,10.0,0.7596650253457847,0.013562454303942926
PRISM.8764,Track A (Dorea Present),Baseline_1x,1.0,0.8012234488772578,0.03136590668249853
PRISM.8764,Track A (Dorea Present),Moderate_2x,2.0,0.8015107747554804,0.03623432427616218
PRISM.8764,Track A (Dorea Present),High_Overdrive_10x,10.0,0.801581145322658,0.04735788456858529
PRISM.8774,Track A (Dorea Present),Baseline_1x,1.0,0.8343369254199597,0.026582917171166637
PRISM.8774,Track A (Dorea Present),Moderate_2x,2.0,0.8345174175281895,0.026522708290257203
PRISM.8774,Track A (Dorea Present),High_Overdrive_10x,10.0,0.8343089580085027,0.026585361517002196
PRISM.8776,Track A (Dorea Present),Baseline_1x,1.0,0.9212401430898648,0.030114602042702613
PRISM.8776,Track A (Dorea Present),Moderate_2x,2.0,0.9172858759256418,0.029007001295398734
PRISM.8776,Track A (Dorea Present),High_Overdrive_10x,10.0,0.9172059548410375,0.014916191176195397
PRISM.8778,Track A (Dorea Present),Baseline_1x,1.0,0.92168462701804,0.01767791405545164
PRISM.8778,Track A (Dorea Present),Moderate_2x,2.0,0.9216820126766259,0.0070862356704686925
PRISM.8778,Track A (Dorea Present),High_Overdrive_10x,10.0,0.9216850964439666,0.007086915514865005
PRISM.8784,Track A (Dorea Present),Baseline_1x,1.0,0.685768357433322,0.027006002071003524
PRISM.8784,Track A (Dorea Present),Moderate_2x,2.0,0.6854192218707723,0.053198284935423466
PRISM.8784,Track A (Dorea Present),High_Overdrive_10x,10.0,0.6844560614454877,0.04086696684516918
PRISM.8785,Track A (Dorea Present),Baseline_1x,1.0,0.8075188940799775,0.02429130607754027
PRISM.8785,Track A (Dorea Present),Moderate_2x,2.0,0.8075675637302521,0.05569386710445064
PRISM.8785,Track A (Dorea Present),High_Overdrive_10x,10.0,0.8074600845768561,0.013790874489009465
PRISM.8788,Track A (Dorea Present),Baseline_1x,1.0,0.9216837408919752,0.013541100376023333
PRISM.8788,Track A (Dorea Present),Moderate_2x,2.0,0.9216829755126879,0.0202203824017581
PRISM.8788,Track A (Dorea Present),High_Overdrive_10x,10.0,0.9216842478781967,0.0070928780417709855
PRISM.8789,Track A (Dorea Present),Baseline_1x,1.0,0.9216843844935373,0.007369574277477839
PRISM.8789,Track A (Dorea Present),Moderate_2x,2.0,0.921684869081072,0.03134126980902902
PRISM.8789,Track A (Dorea Present),High_Overdrive_10x,10.0,0.9216834551616994,0.0270474829835033
PRISM.8794,Track A (Dorea Present),Baseline_1x,1.0,0.49046878457032317,0.015270677267629346
PRISM.8794,Track A (Dorea Present),Moderate_2x,2.0,0.4910062091878093,0.02076509255487198
PRISM.8794,Track A (Dorea Present),High_Overdrive_10x,10.0,0.4902715872494401,0.016331381003055912
PRISM.8800,Track B (Dorea Absent),Baseline_1x,1.0,0.5761057035373084,0.0
PRISM.8800,Track B (Dorea Absent),Moderate_2x,2.0,0.5758755615035053,0.0
PRISM.8800,Track B (Dorea Absent),High_Overdrive_10x,10.0,0.5763607115722902,0.0
PRISM.8802,Track A (Dorea Present),Baseline_1x,1.0,0.5674386170958717,0.03716965769669778
PRISM.8802,Track A (Dorea Present),Moderate_2x,2.0,0.5673483501519451,0.04695225770393559
PRISM.8802,Track A (Dorea Present),High_Overdrive_10x,10.0,0.5673799430918447,0.04345522880983022
PRISM.8803,Track B (Dorea Absent),Baseline_1x,1.0,0.7483285035883743,0.0
PRISM.8803,Track B (Dorea Absent),Moderate_2x,2.0,0.7483298124286746,0.0
PRISM.8803,Track B (Dorea Absent),High_Overdrive_10x,10.0,0.7483842628564141,0.0
PRISM.8805,Track A (Dorea Present),Baseline_1x,1.0,0.28223861963144914,0.0
PRISM.8805,Track A (Dorea Present),Moderate_2x,2.0,0.2824312241526785,0.0
PRISM.8805,Track A (Dorea Present),High_Overdrive_10x,10.0,0.2810775633012169,0.0
PRISM.8807,Track B (Dorea Absent),Baseline_1x,1.0,0.8725460719613221,0.0
PRISM.8807,Track B (Dorea Absent),Moderate_2x,2.0,0.8721050577398242,0.0
PRISM.8807,Track B (Dorea Absent),High_Overdrive_10x,10.0,0.8722644676951713,0.0
PRISM.8809,Track B (Dorea Absent),Baseline_1x,1.0,0.499922600398619,0.0
PRISM.8809,Track B (Dorea Absent),Moderate_2x,2.0,0.4998155267958477,0.0
PRISM.8809,Track B (Dorea Absent),High_Overdrive_10x,10.0,0.49974268051331927,0.0
PRISM.8815,Track B (Dorea Absent),Baseline_1x,1.0,0.43248397909392844,0.0
PRISM.8815,Track B (Dorea Absent),Moderate_2x,2.0,0.40278006962987906,0.0
PRISM.8815,Track B (Dorea Absent),High_Overdrive_10x,10.0,0.40374543513186056,0.0
PRISM.8841,Track A (Dorea Present),Baseline_1x,1.0,0.5393431885045189,0.0
PRISM.8841,Track A (Dorea Present),Moderate_2x,2.0,0.5369545332754773,0.0
PRISM.8841,Track A (Dorea Present),High_Overdrive_10x,10.0,0.538467243536298,0.0
PRISM.8846,Track B (Dorea Absent),Baseline_1x,1.0,0.667325743977421,0.0
PRISM.8846,Track B (Dorea Absent),Moderate_2x,2.0,0.6673573602795049,0.0
PRISM.8846,Track B (Dorea Absent),High_Overdrive_10x,10.0,0.6674292636258454,0.0
PRISM.8878,Track A (Dorea Present),Baseline_1x,1.0,0.9215484366820959,0.05408751932340857
PRISM.8878,Track A (Dorea Present),Moderate_2x,2.0,0.921413972488037,0.044440234462116354
PRISM.8878,Track A (Dorea Present),High_Overdrive_10x,10.0,0.9216788305165533,0.03831291641890275
PRISM.8882,Track B (Dorea Absent),Baseline_1x,1.0,0.5227604817663557,0.0
PRISM.8882,Track B (Dorea Absent),Moderate_2x,2.0,0.5257019252073334,0.0
PRISM.8882,Track B (Dorea Absent),High_Overdrive_10x,10.0,0.5224391910383318,0.0
PRISM.8894,Track A (Dorea Present),Baseline_1x,1.0,0.7820417477902054,0.04776094197217484
PRISM.8894,Track A (Dorea Present),Moderate_2x,2.0,0.7822329058518803,0.04366903417570997
PRISM.8894,Track A (Dorea Present),High_Overdrive_10x,10.0,0.7824618042921341,0.013130671925781686
PRISM.8924,Track A (Dorea Present),Baseline_1x,1.0,0.6323554780435149,0.02956828244323784
PRISM.8924,Track A (Dorea Present),Moderate_2x,2.0,0.6320736020134358,0.01969982730172077
PRISM.8924,Track A (Dorea Present),High_Overdrive_10x,10.0,0.6320718782607976,0.00970313718731972
PRISM.8982,Track A (Dorea Present),Baseline_1x,1.0,0.799500823831131,0.016898903768467557
PRISM.8982,Track A (Dorea Present),Moderate_2x,2.0,0.7995195523219035,0.043799847180911004
PRISM.8982,Track A (Dorea Present),High_Overdrive_10x,10.0,0.7995989227930735,0.030065234775570417
PRISM.9010,Track A (Dorea Present),Baseline_1x,1.0,0.895496722756443,0.029270313981353463
PRISM.9010,Track A (Dorea Present),Moderate_2x,2.0,0.89701301134308,0.037979948975615935
PRISM.9010,Track A (Dorea Present),High_Overdrive_10x,10.0,0.897239021142487,0.0415145891239856
PRISM.9033,Track A (Dorea Present),Baseline_1x,1.0,0.43359593968374943,0.02079121573554979
PRISM.9033,Track A (Dorea Present),Moderate_2x,2.0,0.4338737457884783,0.018517236872248547
PRISM.9033,Track A (Dorea Present),High_Overdrive_10x,10.0,0.4334650792308638,0.01929650462637598
PRISM.9074,Track B (Dorea Absent),Baseline_1x,1.0,0.41119032655672577,0.0
PRISM.9074,Track B (Dorea Absent),Moderate_2x,2.0,0.41184423781954843,0.0
PRISM.9074,Track B (Dorea Absent),High_Overdrive_10x,10.0,0.411521687493749,0.0
PRISM.9079,Track A (Dorea Present),Baseline_1x,1.0,0.9216729707680478,0.003019666539653082
PRISM.9079,Track A (Dorea Present),Moderate_2x,2.0,0.9216799978179233,0.03386948374494688
PRISM.9079,Track A (Dorea Present),High_Overdrive_10x,10.0,0.9216846484798782,0.007941764088388847
PRISM.9126,Track A (Dorea Present),Baseline_1x,1.0,0.647413284106785,0.052889767446039744
PRISM.9126,Track A (Dorea Present),Moderate_2x,2.0,0.6489337855080438,0.04135486853727794
PRISM.9126,Track A (Dorea Present),High_Overdrive_10x,10.0,0.6490723214754435,0.04264192124676845
PRISM.9148,Track B (Dorea Absent),Baseline_1x,1.0,0.919588513885675,0.0
PRISM.9148,Track B (Dorea Absent),Moderate_2x,2.0,0.9196020642642206,0.0
PRISM.9148,Track B (Dorea Absent),High_Overdrive_10x,10.0,0.9196254278796135,0.0
